User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
162766010,2024-06-19 3:12:04,Spot,Airdrop Assets,LUNA,0.00899653,
162766010,2024-07-24 5:19:36,Spot,Airdrop Assets,LUNA,0.00899653,
162766010,2024-08-23 4:05:07,Spot,Airdrop Assets,LUNA,0.00899653,
162766010,2024-08-29 8:59:37,Spot,Asset Recovery,FRONT,-0.011,
162766010,2024-08-29 9:53:47,Spot,Token Swap - Distribution,SLF,0.011,
162766010,2024-09-12 16:33:35,Spot,Airdrop Assets,USDC,0.00013983,
162766010,2024-09-13 13:15:26,Spot,Airdrop Assets,USDC,0.00007306,
162766010,2024-09-24 8:57:20,Spot,Airdrop Assets,LUNA,0.00899653,
162766010,2024-10-20 16:10:29,Spot,Binance Convert,BNB,0.002197,
162766010,2024-10-20 16:10:30,Spot,Binance Convert,USDT,-1.3225298,
162766010,2024-10-20 16:13:42,Spot,Withdraw,BNB,-0.00289887,Withdraw fee is included
162766010,2024-10-21 16:03:23,Spot,Airdrop Assets,LUNA,0.00899653,
162766010,2024-11-22 3:59:37,Spot,Airdrop Assets,LUNA,0.00899653,
162766010,2024-12-19 5:19:09,Spot,Deposit,USDT,8.802377,
162766010,2024-12-19 5:26:33,Spot,Binance Convert,LUNC,-20149.86,
162766010,2024-12-19 5:26:33,Spot,Binance Convert,USDT,2.26500898,
162766010,2024-12-19 5:26:47,Spot,Binance Convert,USDT,0.73346886,
162766010,2024-12-19 5:26:48,Spot,Binance Convert,ETH,-0.0002011,
162766010,2024-12-19 5:27:00,Spot,Binance Convert,USDT,0.1389221,
162766010,2024-12-19 5:27:01,Spot,Binance Convert,LUNA,-0.30840457,
162766010,2024-12-19 5:27:09,Spot,Deposit,USDT,989.156203,
162766010,2024-12-19 5:27:12,Spot,Binance Convert,USDT,0.08192569,
162766010,2024-12-19 5:27:13,Spot,Binance Convert,SHIB,-3424.24,
162766010,2024-12-19 5:27:23,Spot,Binance Convert,USDT,0.08090008,
162766010,2024-12-19 5:27:24,Spot,Binance Convert,REI,-1.34674,
162766010,2024-12-19 5:27:34,Spot,Binance Convert,USDT,0.0729629,
162766010,2024-12-19 5:27:34,Spot,Binance Convert,BONK,-2395.22,
162766010,2024-12-19 5:27:45,Spot,Binance Convert,PEPE,-3466.2,
162766010,2024-12-19 5:27:45,Spot,Binance Convert,USDT,0.0664597,
162766010,2024-12-19 5:27:55,Spot,Binance Convert,USDT,0.06540015,
162766010,2024-12-19 5:27:56,Spot,Binance Convert,FLOKI,-351.96,
162766010,2024-12-19 5:28:07,Spot,Binance Convert,USDT,0.03455586,
162766010,2024-12-19 5:28:07,Spot,Binance Convert,OMNI,-0.00343,
162766010,2024-12-19 5:28:22,Spot,Binance Convert,USDT,0.03063222,
162766010,2024-12-19 5:28:23,Spot,Binance Convert,HBAR,-0.113,
162766010,2024-12-19 5:28:40,Spot,Binance Convert,USDT,0.01423321,
162766010,2024-12-19 5:28:41,Spot,Binance Convert,SC,-2.5376,
162766010,2024-12-19 5:29:01,Funding,Transfer Between Main and Funding Wallet,USDT,1001.54305,
162766010,2024-12-19 5:29:01,Spot,Transfer Between Main and Funding Wallet,USDT,-1001.54305,
162766010,2024-12-19 5:31:29,Funding,Send,USDT,-1001.552187,Binance Pay - P_A1QB2DD2D1W71112
162766010,2024-12-19 11:41:10,Spot,Deposit,USDT,201.910493,
162766010,2024-12-19 11:41:54,Funding,Transfer Between Main and Funding Wallet,USDT,201.910493,
162766010,2024-12-19 11:41:54,Spot,Transfer Between Main and Funding Wallet,USDT,-201.910493,
162766010,2024-12-19 11:48:43,Funding,Withdraw,USDT,-201.910493,Withdraw fee is included
162766010,2024-12-19 12:40:03,Funding,Send,USDT,1000,Binance Pay - P_A1QB8P9WUGN71112
162766010,2024-12-20 4:24:13,Spot,Airdrop Assets,MONKY,123.19,
162766010,2024-12-20 12:57:44,Funding,Crypto Box,ACT,0.3,Binance Pay
162766010,2024-12-24 14:54:21,Spot,Transfer Between Main and Funding Wallet,USDT,199.69427,
162766010,2024-12-24 14:54:21,Spot,Transaction Spend,USDT,-199.56205,
162766010,2024-12-24 14:54:21,Spot,Transaction Buy,DOGE,601,
162766010,2024-12-24 14:54:21,Spot,Transaction Fee,DOGE,-0.601,
162766010,2024-12-24 14:54:22,Funding,Transfer Between Main and Funding Wallet,USDT,-199.69427,
162766010,2024-12-29 22:05:43,Spot,Transfer Between Main and Funding Wallet,USDT,99.867763,
162766010,2024-12-29 22:05:44,Funding,Transfer Between Main and Funding Wallet,USDT,-99.867763,
162766010,2024-12-29 22:06:18,Spot,Transfer Between Main and Funding Wallet,USDT,0.09302324,
162766010,2024-12-29 22:06:19,Funding,Transfer Between Main and Funding Wallet,USDT,-0.09302324,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-63.59,
162766010,2024-12-29 22:06:55,Spot,Transaction Buy,SHIB,47830,
162766010,2024-12-29 22:06:55,Spot,Transaction Spend,USDT,-1.0302582,
162766010,2024-12-29 22:06:55,Spot,Transaction Spend,USDT,-1.0302582,
162766010,2024-12-29 22:06:55,Spot,Transaction Spend,USDT,-1.0302582,
162766010,2024-12-29 22:06:55,Spot,Transaction Buy,SHIB,47830,
162766010,2024-12-29 22:06:55,Spot,Transaction Spend,USDT,-1.0302582,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Buy,SHIB,47830,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Buy,SHIB,47830,
162766010,2024-12-29 22:06:55,Spot,Transaction Buy,SHIB,47830,
162766010,2024-12-29 22:06:55,Spot,Transaction Spend,USDT,-1.0302582,
162766010,2024-12-29 22:06:55,Spot,Transaction Spend,USDT,-1.0302582,
162766010,2024-12-29 22:06:55,Spot,Transaction Buy,SHIB,47830,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-230.03,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Fee,SHIB,-47.83,
162766010,2024-12-29 22:06:55,Spot,Transaction Buy,SHIB,47830,
